player,season,top10_home_games_played,top10_home_points_avg,top10_home_rebounds_avg,top10_home_assists_avg,top10_home_steals_avg,top10_home_blocks_avg,top10_home_turnovers_avg,top10_away_games_played,top10_away_points_avg,top10_away_rebounds_avg,top10_away_assists_avg,top10_away_steals_avg,top10_away_blocks_avg,top10_away_turnovers_avg,mid_home_games_played,mid_home_points_avg,mid_home_rebounds_avg,mid_home_assists_avg,mid_home_steals_avg,mid_home_blocks_avg,mid_home_turnovers_avg,mid_away_games_played,mid_away_points_avg,mid_away_rebounds_avg,mid_away_assists_avg,mid_away_steals_avg,mid_away_blocks_avg,mid_away_turnovers_avg,bottom10_home_games_played,bottom10_home_points_avg,bottom10_home_rebounds_avg,bottom10_home_assists_avg,bottom10_home_steals_avg,bottom10_home_blocks_avg,bottom10_home_turnovers_avg,bottom10_away_games_played,bottom10_away_points_avg,bottom10_away_rebounds_avg,bottom10_away_assists_avg,bottom10_away_steals_avg,bottom10_away_blocks_avg,bottom10_away_turnovers_avg
Victor Wembanyama,2023-24,14.0,24.64,11.29,4.14,1.36,3.43,0.0,13.0,21.31,9.62,3.38,1.08,3.85,0.0,12.0,22.08,11.25,3.25,1.25,3.25,0.0,9.0,17.56,8.78,3.0,1.67,3.67,0.0,12.0,21.08,12.08,4.58,1.5,3.5,0.0,11.0,20.36,10.27,4.64,0.64,3.82,0.0
Blake Wesley,2023-24,11.0,2.18,1.27,2.64,0.0,0.09,0.0,11.0,4.18,1.73,3.36,0.45,0.18,0.0,7.0,3.43,2.0,1.71,0.57,0.14,0.0,12.0,5.92,1.08,2.67,0.5,0.17,0.0,11.0,6.36,2.36,3.36,1.0,0.27,0.0,9.0,3.67,0.89,2.11,0.33,0.0,0.0
Russell Westbrook,2023-24,13.0,10.62,5.62,3.46,0.85,0.62,0.0,12.0,9.25,4.92,4.0,0.75,0.25,0.0,8.0,11.5,5.75,4.88,1.12,0.25,0.0,10.0,12.9,4.4,3.9,1.4,0.4,0.0,13.0,11.0,3.77,4.31,0.92,0.31,0.0,12.0,11.75,6.0,6.58,1.58,0.17,0.0
Coby White,2023-24,14.0,20.07,4.5,6.14,0.57,0.29,0.0,14.0,21.21,5.0,5.14,0.93,0.36,0.0,14.0,15.64,4.5,3.86,0.5,0.0,0.0,14.0,20.29,4.07,5.29,0.79,0.14,0.0,10.0,19.2,4.9,5.4,0.6,0.4,0.0,13.0,18.15,4.31,5.0,0.62,0.23,0.0
Derrick White,2023-24,12.0,16.17,4.83,4.92,1.17,1.25,0.0,11.0,13.82,4.27,4.18,0.64,1.45,0.0,14.0,14.0,3.71,5.5,1.43,1.29,0.0,15.0,16.8,4.27,4.4,0.87,1.13,0.0,11.0,14.73,3.91,5.91,1.18,0.91,0.0,10.0,15.1,4.6,6.4,0.7,1.1,0.0
Dariq Whitehead,2023-24,2.0,1.5,2.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Whitmore,2023-24,6.0,12.33,3.67,0.33,0.67,0.67,0.0,7.0,14.43,4.0,0.86,0.71,0.43,0.0,7.0,11.14,2.71,0.57,1.14,0.0,0.0,9.0,12.0,4.11,1.11,0.33,0.33,0.0,9.0,14.11,3.44,0.33,0.56,0.22,0.0,9.0,10.11,4.78,0.89,0.56,0.56,0.0
Aaron Wiggins,2023-24,15.0,6.33,2.27,1.13,0.6,0.2,0.0,14.0,5.79,2.07,1.29,0.36,0.29,0.0,13.0,7.54,2.77,1.23,0.54,0.23,0.0,11.0,7.0,2.09,1.27,1.36,0.27,0.0,12.0,7.33,2.75,1.08,0.42,0.17,0.0,13.0,7.92,2.38,0.62,1.15,0.31,0.0
Andrew Wiggins,2023-24,11.0,12.45,4.82,2.36,0.91,0.45,0.0,11.0,14.73,4.91,0.82,0.45,0.73,0.0,12.0,11.67,3.92,1.75,0.92,0.5,0.0,9.0,15.44,5.56,3.22,0.56,1.0,0.0,14.0,13.5,3.79,1.5,0.57,0.29,0.0,14.0,12.29,4.57,0.93,0.21,0.64,0.0
Alondes Williams,2023-24,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.67,0.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Williams,2023-24,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.75,0.25,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,7.0,1.86,0.71,0.57,0.14,0.14,0.0,2.0,13.5,3.0,2.5,0.0,0.0,0.0
Grant Williams,2023-24,12.0,10.08,5.17,1.83,0.5,0.42,0.0,16.0,11.38,3.88,1.56,0.69,0.62,0.0,15.0,13.4,4.73,2.87,0.4,0.4,0.0,7.0,10.43,5.29,2.86,0.29,0.29,0.0,13.0,8.69,3.38,2.92,0.77,0.23,0.0,13.0,7.23,3.23,2.0,0.69,1.0,0.0
Jalen Williams,2023-24,13.0,16.38,2.85,3.69,1.08,0.77,0.0,12.0,19.17,4.75,5.25,1.33,0.5,0.0,9.0,20.33,3.89,4.56,0.67,0.89,0.0,10.0,19.9,3.5,4.9,1.4,0.5,0.0,13.0,18.31,5.0,4.46,0.92,1.0,0.0,14.0,20.86,3.79,4.5,1.29,0.21,0.0
Jaylin Williams,2023-24,14.0,4.86,3.07,1.29,0.43,0.57,0.0,13.0,3.23,3.31,2.54,0.46,0.38,0.0,11.0,3.18,3.18,1.27,0.18,0.18,0.0,9.0,5.0,3.33,1.56,0.44,0.22,0.0,11.0,4.55,4.0,2.0,0.64,0.73,0.0,11.0,3.27,3.55,0.82,0.27,0.18,0.0
Kenrich Williams,2023-24,10.0,4.7,3.4,1.4,0.7,0.0,0.0,13.0,4.54,3.15,1.0,0.69,0.08,0.0,12.0,5.33,3.42,1.58,0.42,0.08,0.0,9.0,6.0,3.44,1.56,0.56,0.33,0.0,11.0,5.09,3.0,1.64,0.45,0.09,0.0,14.0,3.21,2.07,1.07,0.5,0.21,0.0
Mark Williams,2023-24,4.0,12.75,11.25,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,8.67,2.0,1.33,1.33,0.0,5.0,16.0,7.8,1.0,1.2,0.6,0.0,4.0,11.25,8.0,0.5,0.0,1.25,0.0,3.0,14.0,14.0,1.67,1.0,1.67,0.0
Nate Williams,2023-24,6.0,2.83,1.67,0.0,0.17,0.0,0.0,4.0,2.25,0.75,1.0,0.25,0.0,0.0,3.0,0.67,0.33,0.33,0.0,0.0,0.0,3.0,8.33,1.67,0.0,0.33,0.33,0.0,3.0,2.33,0.33,0.33,0.33,0.0,0.0,3.0,1.0,1.0,0.33,0.0,0.0,0.0
Patrick Williams,2023-24,9.0,10.0,3.0,1.56,0.67,0.78,0.0,8.0,12.38,4.5,2.0,0.75,1.25,0.0,6.0,8.0,4.83,1.33,1.5,0.67,0.0,6.0,7.67,3.5,0.83,0.83,0.5,0.0,8.0,9.62,2.88,1.62,1.38,0.75,0.0,6.0,11.5,5.0,1.67,0.5,0.5,0.0
Ziaire Williams,2023-24,8.0,10.0,4.38,1.5,1.0,0.0,0.0,5.0,6.6,4.2,1.2,0.8,0.6,0.0,9.0,10.78,3.67,1.67,1.0,0.22,0.0,8.0,5.38,2.0,1.5,0.5,0.0,0.0,8.0,4.75,2.88,0.88,0.5,0.0,0.0,13.0,9.92,4.0,1.77,0.54,0.31,0.0
Robert Williams III,2023-24,2.0,6.5,6.5,0.0,1.0,0.5,0.0,1.0,6.0,7.0,2.0,2.0,2.0,0.0,1.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,10.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,1.0,0.0,3.0,0.0
Vince Williams Jr.,2023-24,8.0,10.88,5.5,2.62,0.88,0.62,0.0,6.0,13.33,6.33,4.83,1.33,1.0,0.0,10.0,8.2,5.7,4.0,0.9,0.5,0.0,9.0,12.89,6.11,3.56,1.22,0.44,0.0,8.0,10.12,5.25,4.25,0.88,1.0,0.0,11.0,6.82,4.91,1.73,0.45,0.55,0.0
Zion Williamson,2023-24,12.0,24.75,6.75,4.58,0.83,0.42,0.0,12.0,21.75,5.58,4.75,1.42,0.67,0.0,13.0,19.54,4.69,5.15,1.23,0.54,0.0,12.0,23.25,5.42,5.25,1.17,0.83,0.0,11.0,23.64,5.09,6.0,1.0,0.64,0.0,10.0,25.0,7.6,4.4,0.9,1.0,0.0
Jalen Wilson,2023-24,6.0,7.83,4.67,1.67,0.17,0.0,0.0,10.0,4.1,2.4,0.8,0.1,0.3,0.0,8.0,5.12,4.12,1.5,0.38,0.12,0.0,10.0,4.5,2.5,0.9,0.3,0.0,0.0,5.0,5.6,3.2,0.8,0.2,0.0,0.0,4.0,3.0,1.25,0.5,0.5,0.0,0.0
James Wiseman,2023-24,12.0,5.83,4.83,0.58,0.08,0.42,0.0,12.0,8.42,5.5,1.08,0.17,0.5,0.0,12.0,6.5,5.67,1.17,0.08,1.08,0.0,12.0,7.5,5.42,1.0,0.25,0.67,0.0,7.0,6.29,4.29,0.57,0.14,0.14,0.0,8.0,7.88,6.12,0.5,0.5,0.75,0.0
Isaiah Wong,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delon Wright,2023-24,10.0,3.3,1.9,2.2,0.6,0.4,0.0,8.0,1.75,1.25,1.62,1.0,0.12,0.0,7.0,5.43,2.0,3.0,1.14,0.14,0.0,9.0,7.44,2.44,3.67,1.56,0.22,0.0,7.0,4.86,1.57,2.57,1.43,0.29,0.0,6.0,4.0,1.67,2.0,1.33,0.17,0.0
Trae Young,2023-24,8.0,25.0,1.62,9.5,0.88,0.25,0.0,9.0,26.56,2.56,10.22,1.0,0.11,0.0,12.0,21.25,2.42,10.92,1.92,0.0,0.0,9.0,25.11,3.0,10.78,1.0,0.22,0.0,10.0,28.4,3.1,11.3,1.4,0.6,0.0,6.0,30.83,4.33,12.33,1.67,0.0,0.0
Ivica Zubac,2023-24,16.0,12.19,9.94,1.06,0.38,1.19,0.0,11.0,9.36,8.27,1.45,0.27,1.0,0.0,10.0,11.6,10.0,1.8,0.3,0.7,0.0,9.0,13.11,9.78,1.67,0.33,1.67,0.0,8.0,14.25,7.38,1.12,0.12,1.62,0.0,14.0,10.57,9.21,1.29,0.43,1.29,0.0
Dario Šarić,2023-24,11.0,8.09,4.64,2.27,0.36,0.27,0.0,9.0,7.0,4.67,2.0,0.22,0.11,0.0,9.0,7.78,4.44,3.11,0.56,0.11,0.0,9.0,5.67,3.44,2.56,0.44,0.0,0.0,15.0,9.4,4.33,1.87,0.6,0.2,0.0,11.0,9.18,4.91,2.0,0.64,0.18,0.0
